Référence interne;Titre du produit;Type de Produit;Marque;Plage de poids;Descriptif détaillé du produit;Prix Public;Prix de vente;Quantité;Qualité;Commentaire d'annonce;Commentaire privé;Images - URL Vue 1;Images - URL Vue 2;Expédition, Retrait;Téléphone;Code Postal;Pays
3700577800030;ANNEAU VIBRANT LAPIN Transparent - KeepSecret ;Anneau vibrant;Keep Secret ;Menos de 250 g;"Glisser le cockring autour du pénis de votre partenaire et allumer son petit moteur pour succomber au plaisir procuré par cet amusant petit anneau. Les petites oreilles du lapin viendront titiller et stimuler votre clitoris lors des mouvements de va et viens de votre partenaire.
L'anneau vibrant Lapin est extensible et s'adapte a toutes les tailles de verges.
Vibrant
Silicone hypoallergénique
Temps d'utilisation de 30mn
Fonctionne avec 4 piles LR41 fournies.
Couleur : Transparent.";8.90;8.90;455;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/a/n/anneau_vibrant_lapin_transparent_2.jpg;http://www.keepsecret.com/media/catalog/product/a/n/anneau_vibrant_lapin_transparent_2.jpg;EXP / RET;+(33)826140202;75010;France
3700577800023;ANNEAU VIBRANT LAPIN Rose - KeepSecret ;Anneau vibrant;Keep Secret ;Menos de 250 g;"Glisser le cockring autour du pénis de votre partenaire et allumer son petit moteur pour succomber au plaisir procuré par cet amusant petit anneau. Les petites oreilles du lapin viendront titiller et stimuler votre clitoris lors des mouvements de va et viens de votre partenaire.
L'anneau vibrant Lapin est extensible et s'adapte a toutes les tailles de verges.
Vibrant
Silicone hypoallergénique
Temps d'utilisation de 30mn
Fonctionne avec 4 piles LR41 fournies.
Couleur : Rose.";6.90;6.90;308;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/a/n/anneau-vibrant-lapin-rose---keepsecret_3.jpg;http://www.keepsecret.com/media/catalog/product/a/n/anneau-vibrant-lapin-rose---keepsecret_3.jpg;EXP / RET;+(33)826140202;75010;France
3700444600114;Délicieuse poudre irisée ;Jeux coquins;YESforLOV ;De 250 g a 500 g;"La délicieuse poudre irisée YESforLOV fait subtilement scintiller votre peau pour mieux s'offrir à une dégustation sans fin. Délivrez de son écrin la houpette velours, laissez s'ébrouer, glissez vos doigts sous le ruban de soie, et taquinez la poudre. Aérienne, subtile, irisée. Délicieuse au goût, plus encore qu'au toucher. 

Saupoudrez la partout ou vous voulez vous faire croquer ...

30 g / 1.06 oz et sa houpette

Fabriqué en France .";42.00;42.00;498;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/s/a/sans_titre-1_1.jpg;http://www.keepsecret.com/media/catalog/product/s/a/sans_titre-1_1.jpg;EXP / RET;+(33)826140202;75010;France
3700444603092;Kit de cache-cache intime ;Jeux coquins;YESforLOV ;De 250 g a 500 g;"Un nouveau jeu torride pour espions raffinés. Un feutre à l'encre fluorescente, qui ne tâche pas les draps. Une écriture invisible, sauf pour la torche à lumière noire, très indiscrète, qui complète le kit. Pour s'écrire à même la peau les mots les plus secrets, et s'offrir à corps ouvert comme les pages tremblantes d'un livre.

1 feutre invisible, 1 lumière noire et 3 piles LR927. .";32.00;32.00;496;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/k/i/kitcachecache_n_1.jpg;http://www.keepsecret.com/media/catalog/product/k/i/kitcachecache_n_1.jpg;EXP / RET;+(33)826140202;75010;France
3700444603054;Huile de massage affolante ;Jeux coquins;YESforLOV ;De 500 g a 3 kg;"Cette superbe et envoutante huile de massage aux extraits de fruit de la passion, de romarin, d'amande douce et de gingembre.

Flacon de 50ml .";27.00;27.00;22;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/h/u/huilemassage_n_1.jpg;http://www.keepsecret.com/media/catalog/product/h/u/huilemassage_n_1.jpg;EXP / RET;+(33)826140202;75010;France
3700444603030;Crème câline pour les fesses ;Jeux coquins;YESforLOV ;Más de 30 kg;"Cette délicieuse crème régénère et lisse le grain de peau. 

Activement : l'acide salicylique favorise l'élimination des rugosités et des petits boutons.

Tendrement : l'allantoïne, l'huile d'amande douce  et le beurre de karité renforcent l'hydratation.

Tactilement : le tapioca laisse un subtil fini poudré. 

Testé sous contrôle dermatologique. Sans paraben ni allergène. 

Tube de 100ml / 3.4 fl.oz

Fabriqué en France .";31.00;31.00;499;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/c/r/cremecalinefesses_n_1.jpg;http://www.keepsecret.com/media/catalog/product/c/r/cremecalinefesses_n_1.jpg;EXP / RET;+(33)826140202;75010;France
3700444603115;Baisers glacés-brûlants ;Jeux coquins;YESforLOV ;Menos de 250 g;"Les deux sticks adoucissent et protègent vos lèvres, ils les rendent belles et désirables. A la bouche qui s'en approche trop, ils tendent un piège délicieux. Chacun le sien : l'un, glace, et l'autre, feu. Pour que les vents des pôles attisent lentement la braise, en un baiser sans fin.

2 sticks de 3.5 g / 0.12 oz

Fabriqué en France .";32.00;32.00;497;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/b/a/baisersglacesbrulants_n_1.jpg;http://www.keepsecret.com/media/catalog/product/b/a/baisersglacesbrulants_n_1.jpg;EXP / RET;+(33)826140202;75010;France
3700444603078;Gel d'excitation féminine ;Jeux coquins;YESforLOV ;Menos de 250 g;"Ce gel agit au coeur de l'excitation féminine. Avant, pendant, après. Rien d'une larme sur le clitoris ... pour aiguiser le désir dans un frisson poivré de menthe. Lentement l'attiser en massant délicatement. Et l'emmener jusqu'au confins inexplorés du plaisir.

Tube de 10g / 0.35 oz

Fabriqué en France .";24.00;24.00;495;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/g/e/gelexcitation_n_1.jpg;http://www.keepsecret.com/media/catalog/product/g/e/gelexcitation_n_1.jpg;EXP / RET;+(33)826140202;75010;France
3700444600022;Lingettes intime non parfumées ;Jeux coquins;YESforLOV ;Menos de 250 g;"La lingette intime non parfumée YESforLOV nettoie avec une infinie douceur. Sans savon ni alcool, elle respecte l'équilibre de vos précieuses muqueuses, tandis que les actifs apaisants de notre complexe exclusif en calment les sensations d'échauffement. Présentée en sachet individuel, sans parfum, sans rinçage à prévoir, elle est l'accessoire indispensable d'une vie intime qui bouge.

Boite de 10 lingettes en sachet individuel

Fabriqué en France.";13.00;13.00;498;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/l/i/lingettesintimes_n_1.jpg;http://www.keepsecret.com/media/catalog/product/l/i/lingettesintimes_n_1.jpg;EXP / RET;+(33)826140202;75010;France
3700444600060;LE préservatif ;Jeux coquins;YESforLOV ;De 500 g a 3 kg;"Lové dans son étui précieux, le préservatif YESforLOV se présente comme un joyau, parce qu'il le mérite. Il associe les standards de protection et de sécurité les plus exigeants, à une finesse de conception qui garde intactes les sensations les plus intimes. Son réservoir est systématiquement positionné du côté YESforLOV de l'enveloppe, de façon à ce que l'utilisateur le déroule toujours dans le bon sens. Aussi sûr que sensuel, élégant et pratique, c'est le préservatif.

Boite de 10 préservatifs et 1 étui satin brodé YESforLOV

Fabriqué en Malaisie. .";13.00;13.00;499;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/l/e/lepreservatif_n_1.jpg;http://www.keepsecret.com/media/catalog/product/l/e/lepreservatif_n_1.jpg;EXP / RET;+(33)826140202;75010;France
3700444603139;Jeux interdits ;Jeux coquins;YESforLOV ;De 250 g a 500 g;"Ce superbe kit contient:

- 1 kit de cache-cache intime

- 1 gel d'excitation féminine (10g)

- 1 huile de massage affolante (30ml)

- 2 préservatifs YesForLov

- 1 bandeau noir satiné YesForLov.";65.00;65.00;497;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/c/o/coffret_jeux_iterdits_noir_1.jpg;http://www.keepsecret.com/media/catalog/product/c/o/coffret_jeux_iterdits_noir_1.jpg;EXP / RET;+(33)826140202;75010;France
3700444603146;Kit mission irresistible ;Jeux coquins;YESforLOV ;De 500 g a 3 kg;"Ce kit Mission Irresistible est le plus complet de la gamme YesForLov. Il contient:

- 1 kit de cache-cache intime

- 1 gel d'excitation féminine (10g)

- 1 huile de massage affolante (30ml)

- 1 crayon pour le corps, saveur cerise

- 2 monodoses de lubrifiant intime hydratant

- 2 lingettes intimes non parfumees

- 1 pile ou face à fantasme

- 1 bandeau noir satiné

- 1 plume à caresse YesForLov.";89.00;89.00;500;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/c/o/coffret_mission_irresistible_noir_1_1.jpg;http://www.keepsecret.com/media/catalog/product/c/o/coffret_mission_irresistible_noir_1_1.jpg;EXP / RET;+(33)826140202;75010;France
3700444602941;Kit CALINS SAUVAGES - YesForLov ;Jeux coquins;YESforLOV ;De 250 g a 500 g;"Ce superbe Kit vous permettra d'explorer votre sous toutes ses facettes. Il contient:

- Un gel d'excitation féminine (10g)

- Une huile de massage affolante (30ml)

- Un crayon coquin pour le corps, saveur cerise

- Deux monodoses de lubrifiant intime hydratant (2 x 5ml)

- Deux lingettes intimes non parfumées

- 1 pile ou face à fantasmes .";39.00;39.00;495;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/c/o/coffret_calins_sauvages_noir_1.jpg;http://www.keepsecret.com/media/catalog/product/c/o/coffret_calins_sauvages_noir_1.jpg;EXP / RET;+(33)826140202;75010;France
3700444603764;Kit Love Box ;Jeux coquins;YESforLOV ;De 250 g a 500 g;"Le Kit love Box de YesForLov comprent:

- 1 crayon pour le corps, saveur cerise

- 1 huile de massage affolante (30ml)

- 1 gel d'excitation féminine (10g)

- 1 plume à caresses.";25.00;25.00;142;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/c/o/coffret_lovebox_usa_1.jpg;http://www.keepsecret.com/media/catalog/product/c/o/coffret_lovebox_usa_1.jpg;EXP / RET;+(33)826140202;75010;France
3700577801723;La deferlante vibro by keepsecret ;Vibromasseur;Keep Secret ;De 500 g a 3 kg;"L: 22 cm &amp;oslash; : 2,5 &amp;agrave; 4 cm Partie ins&amp;eacute;rable : 16 cm Mati&amp;egrave;re: Plastique mou hypoallerg&amp;eacute;nique Flexibilit&amp;eacute;: Rigide Couleur du vibromasseur: Violet 3 vitesses de vibrations et de rotations Harnais compatible : Non Waterproof? Non Facile &amp;agrave; nettoyer avec de l'eau et du savon ou un nettoyant appropri&amp;eacute; Bien lubrifier 2 piles AA non fournies sont &amp;agrave; utiliser avec ce sextoy.";35.90;35.90;482;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/m/y/myeshop_234_1.jpg;http://www.keepsecret.com/media/catalog/product/m/y/myeshop_234_1.jpg;EXP / RET;+(33)826140202;75010;France
3700577800993;Vibro pompier by keepsecret ;Stimulateur;Keep Secret ;Menos de 250 g;"Facile d&amp;rsquo;utilisation, il suffit de tourner les jambes du sextoy pour laisser les vibrations s&amp;rsquo;&amp;eacute;chapper sensuellement !
VibrantL : 10 cm. &amp;oslash; : 3 cm. Fonctionne avec 1 pile AA (non fournie).";14.90;14.90;497;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/p/o/pompier_5.jpg;http://www.keepsecret.com/media/catalog/product/p/o/pompier_5.jpg;EXP / RET;+(33)826140202;75010;France
3700577801006;Vibro soldat by keepsecret ;Stimulateur;Keep Secret ;Menos de 250 g;"VibrantL : 10 cm. &amp;oslash; : 3 cm. Fonctionne avec 1 pile AA (non fournie).";14.90;14.90;494;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/p/o/pompier8_2_1.jpg;http://www.keepsecret.com/media/catalog/product/p/o/pompier8_2_1.jpg;EXP / RET;+(33)826140202;75010;France
3700577800139;stretchy cockring ;Stimulateur;Keep Secret ;Menos de 250 g;"Matiere : silicone
L : 3,5 cm et largeur : 2 cm.";12.90;12.90;396;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/s/t/streechy_cocking_1.jpg;http://www.keepsecret.com/media/catalog/product/s/t/streechy_cocking_1.jpg;EXP / RET;+(33)826140202;75010;France
739122000086;the collection coffret 5 huiles d'amour kamasutra ;Huile de massage;Keep Secret ;De 500 g a 3 kg;"Ce coffret  pr&amp;eacute;sentoire contient 5 huiles d'amour aux saveurs vari&amp;eacute;es   The  Original (Canelle), Menthe-Chocolat, Cerise-Amande, Framboise Kiss et  Cr&amp;egrave;&amp;shy;me Vanille.
Sensuelle, R&amp;eacute;chauffante,  Comestible... pour un moment en Amoureux. Ne laisse pas de traces sur les tissu et incolore sur la peau.Quantit&amp;eacute;   5 x 20 ml.";44.90;44.90;300;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/t/h/the-collection_1.jpg;http://www.keepsecret.com/media/catalog/product/t/h/the-collection_1.jpg;EXP / RET;+(33)826140202;75010;France
3700577803147;Titille teton ;Stimulateur;Keep Secret ;Menos de 250 g;"Stimulateur &amp;agrave; ventouse, ce qui lui permet de s'adapter &amp;agrave; toutes formes de t&amp;eacute;tons voir m&amp;ecirc;me &amp;agrave; d'autres zones intimes... Materiel : silicone. Couleur : violet. Batteries incluses..";39.90;39.90;498;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/f/i/file_1_62.jpg;http://www.keepsecret.com/media/catalog/product/f/i/file_1_62.jpg;EXP / RET;+(33)826140202;75010;France
3700577801747;sweet honey ;Vibro rabbit;Keep Secret ;De 500 g a 3 kg;"Le sweet honey est un vibromasseur violet d'une longueur totale de 31 cm
Longueur de la partie insérable : 23 cm
Largeur: entre 2,5 et 3,5 cm
Matière : plastique souple
2 vitesses de rotation et mouvements de va et vient
Flash lumineux
Fonctionne avec 4 piles AA non fournies
Non étanche.";49.90;49.90;200;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/s/w/sweet-honey-vibro_1.jpg;http://www.keepsecret.com/media/catalog/product/s/w/sweet-honey-vibro_1.jpg;EXP / RET;+(33)826140202;75010;France
782631219708;Nettoyant Sextoy toy cleaner ;Lubrifiant;Keep Secret ;Menos de 250 g;"Son conditionnement sous forme de spray rend son usage très pratique, et sa formule concentrée permet une utilsation économique.

Sans arôme
Contenance : 125ml.";19.90;19.90;497;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/t/o/toy_cleaner.jpg;http://www.keepsecret.com/media/catalog/product/t/o/toy_cleaner.jpg;EXP / RET;+(33)826140202;75010;France
739122000185;filtre d'amour vanille huile massage kamasutra ;Huile de massage;Keep Secret ;Menos de 250 g;"Ces huiles génèrent une douce sensation de chaleur. Comestibles, elles vous invitent a partir à la découverte du corps de votre partenaire.

Flacon de 100mL.
Parfum : Huile Vanille..";21.05;21.05;183;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/k/a/kamasutra_huile_1.jpg;http://www.keepsecret.com/media/catalog/product/k/a/kamasutra_huile_1.jpg;EXP / RET;+(33)826140202;75010;France
3700577801693;the wave rabbit sextoy by keepsecret ;Vibro rabbit;Keep Secret ;De 500 g a 3 kg;"L: 28 cm
ø : 4 cm
Partie inserable: 18cm
Vitesse et rotation variable
Matière: Plastique mou hypoallergénique
Flexibilité: Rigide
Fonctionne aavec 4 piles AA non fournies
Couleur : Violet.";23.00;23.00;86;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/t/h/the-wave-rabbit_4.jpg;http://www.keepsecret.com/media/catalog/product/t/h/the-wave-rabbit_4.jpg;EXP / RET;+(33)826140202;75010;France
3700444602934;COFFRET WEEK-END YESforLOV ;Jeux coquins;YESforLOV ;De 250 g a 500 g;"Parce qu'on oublie toujours quelque chose lorsque l'on part, alors que l'essentiel tient dans ce coffret. A vous le week-end de toutes les audaces, de toutes les déclarations.

- Une huile de massage affolante (30ml).
- Un crayon coquin pour le corps, saveur cerise.
- Une monodose de gel d'excitation féminine (3 g).
- Une monodose de lubrifiant intime hydratant (5ml)
- Un bandeau noir satiné.

ganranti hypoallergénique, sans parabens, ni allergènes..";29.00;29.00;488;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/c/o/coffret_weekend_1.jpg;http://www.keepsecret.com/media/catalog/product/c/o/coffret_weekend_1.jpg;EXP / RET;+(33)826140202;75010;France
811041010664;Butt Boy - NOIR ;Gode anal;Rock's Off ;De 250 g a 500 g;Butt-Boy Plug and play Les premiers championnats du monde butt plug combinés et massage du périnée. â € ¢ Assis ou debout, la stimulation est les mains libres! â € ¢ Ce produit unique est faite en douce, souple, sûre de silicone corps. â € ¢ Tournez le RO-80MM sur de puissantes vibrations profondes. â € ¢ 100% imperméable à l'eau. â € ¢ batterie Taille N inclus. Êtes-vous un cul-Boy?.;25.20;25.20;22;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/b/u/butt_boy.jpg;http://www.keepsecret.com/media/catalog/product/b/u/butt_boy.jpg;EXP / RET;+(33)826140202;75010;France
811041010688;Big Boy - NOIR ;Gode anal;Rock's Off ;De 250 g a 500 g;"Big-Big Boy est mieux â € ¢ combinée stimulation de la prostate et le périnée pour les grands garçons qui jouent avec des jouets gros! â € ¢ Assis ou debout, la stimulation est les mains libres! â € ¢ Ce produit unique est faite en douce, souple, sûre de silicone corps. â € ¢ Tournez le RO-80MM pour envoyer de puissantes vibrations directement sur votre P Spot. â € ¢ 100% imperméable à l'eau. â € ¢ batterie Taille N inclus. Êtes-vous Big-Boy?
.";25.20;25.20;40;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/b/i/big_boy.jpg;http://www.keepsecret.com/media/catalog/product/b/i/big_boy.jpg;EXP / RET;+(33)826140202;75010;France
811041010107;Ramsey Rabbit - VIOLET ;Stimulateur;Rock's Off ;De 250 g a 500 g;"Foutez-vous dans une frénésie avec le tout nouveau Ramsey-Rabbit.

Probablement le plus mignon lapin dans le monde! Que les oreilles et le nez Ramsey font tout le travail pour l'une des orgasmes plus explosive que vous aurez jamais.

La puissante, long vibration durable est fournie par le RO-80mm bullet étonnant (batterie incluse). Ramsey Rabbit est silencieux et 100% imperméable à l'eau afin que vous puissiez «chatouiller votre fantaisie à  n'importe où, n'importe quand. »

Produit dans le nouveau matériel IntraMed respectueux de l'environnement pour votre utilisation, vous pouvez maintenant cum sans conscience!

1 x 1.5V LR1 / N Taille/ AM5 batterie fourni.
.";9.90;9.90;58;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/r/a/rabbit_purple.jpg;http://www.keepsecret.com/media/catalog/product/r/a/rabbit_purple.jpg;EXP / RET;+(33)826140202;75010;France
811041010114;Ramsey Rabbit - Rose ;Stimulateur;Rock's Off ;De 250 g a 500 g;"Foutez-vous dans une frénésie avec le tout nouveau Ramsey-Rabbit.

Probablement le plus mignon lapin dans le monde! Que les oreilles et le nez Ramsey font tout le travail pour l'une des orgasmes plus explosive que vous aurez jamais.

La puissante, long vibration durable est fournie par le RO-80mm bullet étonnant (batterie incluse). Ramsey Rabbit est silencieux et 100% imperméable à l'eau afin que vous puissiez «chatouiller votre fantaisie à  n'importe où, n'importe quand. »

Produit dans le nouveau matériel IntraMed respectueux de l'environnement pour votre utilisation, vous pouvez maintenant cum sans conscience!

1 x 1.5V LR1 / N Taille/ AM5 batterie fourni.
.";9.90;9.90;58;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/r/a/rabbit_red.jpg;http://www.keepsecret.com/media/catalog/product/r/a/rabbit_red.jpg;EXP / RET;+(33)826140202;75010;France
811041010091;The Lick - NOIR ;Vibromasseur;Rock's Off ;De 250 g a 500 g;"Expérimentez la langue tordant, le plaisir orteil de curling avec cette conception nouvelle ruse habile!

Silencieux et 100% imperméable à l'eau, le Lick sera «Go Down » où et quand vous le voulez. Produit en utilisant le nouveau matériau écologique IntraMed pour votre utilisation, vous pouvez maintenant cum sans conscience!

La puissante vibration de longue durée est assurée par l'étonnante RO-80mm.
 1 x 1.5V LR1 / N Taille/ AM5 batterie fourni.
Nous sommes sûrs que vous serez d'accord The Lick est ......... Lickaliciousement bon!
.";9.90;9.90;59;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/l/i/lick_noir.jpg;http://www.keepsecret.com/media/catalog/product/l/i/lick_noir.jpg;EXP / RET;+(33)826140202;75010;France
811041010077;The Lick - ROUGE ;Vibromasseur;Rock's Off ;De 250 g a 500 g;"Expérimentez la langue tordant, le plaisir orteil de curling avec cette conception nouvelle ruse habile!

Silencieux et 100% imperméable à l'eau, le Lick sera «Go Down » où et quand vous le voulez. Produit en utilisant le nouveau matériau écologique IntraMed pour votre utilisation, vous pouvez maintenant cum sans conscience!

La puissante vibration de longue durée est assurée par l'étonnante RO-80mm.
 1 x 1.5V LR1 / N Taille/ AM5 batterie fourni.
Nous sommes sûrs que vous serez d'accord The Lick est ......... Lickaliciousement bon!
.";9.90;9.90;60;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/t/h/the_lick_rouge.jpg;http://www.keepsecret.com/media/catalog/product/t/h/the_lick_rouge.jpg;EXP / RET;+(33)826140202;75010;France
811041010190;Raspberry ;Vibromasseur;Rock's Off ;De 250 g a 500 g;"Idéal pour les débutants Cul baies juteuses offrent un divertissement pour vos fesses!

Ces baies discrètes mais parfaitement formée font un jouet idéal pour vos humeurs fruitées.

Produit en utilisant notre propre matériel IntraMed Cul-baies sont hypo-allergéniques pour votre jeu en toute sécurité.
allergénique 
Fourni avec la balle légendaire RO-80mm, vous serez frémissante comme une gelée de fruits ... et ses 100% étanche!
.";10.80;10.80;120;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/r/e/red_perry.jpg;http://www.keepsecret.com/media/catalog/product/r/e/red_perry.jpg;EXP / RET;+(33)826140202;75010;France
811041010183;Blackberry ;Gode anal;Rock's Off ;De 250 g a 500 g;none.;10.80;10.80;118;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/c/o/copy.jpg;http://www.keepsecret.com/media/catalog/product/c/o/copy.jpg;EXP / RET;+(33)826140202;75010;France
811041010268;Slinky Pinky ;Vibromasseur;Rock's Off ;Menos de 250 g;"Big n'est pas toujours meilleur!

Slinky est un vibe soigné et discret vous pouvez emmener partout.

Assez mince pour tenir dans n'importe quel sac à main pour les moments inattendus.

Slinky est alimenté par notre primé RO-80MM balle (batteries incluses).

100% imperméable à l'eau
.";10.80;10.80;60;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/s/l/slinky_1.jpg;http://www.keepsecret.com/media/catalog/product/s/l/slinky_1.jpg;EXP / RET;+(33)826140202;75010;France
5060057870464;Dinky Ring ;Anneau vibrant;Mantric ;De 500 g a 3 kg;"Le meilleur vibrateur ! Choix n°1 de nos clients.
Il est waterproof, agréable à enfiler, parfait pour stimuler votre partenaire, il comblera votre bonheur avant de passer aux choses sérieuses !


Pile :	3 x LR44
Poid :	58g
Longueur :	56 mm
Diamètre :	40 mm
.";13.99;13.99;34;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/d/i/dinkyring_1.jpg;http://www.keepsecret.com/media/catalog/product/d/i/dinkyring_1.jpg;EXP / RET;+(33)826140202;75010;France
5060057870532;Dinky Rabbit ;Anneau vibrant;Mantric ;De 500 g a 3 kg;Ce vibrateur en forme de Lapin au doigt s'utilise d'une seule touche et un seul doigt, à la puissance de ses pattes et de ses oreilles il procure un effet irrésistiblement bon. Pressenti pour le sommet!.;13.99;13.99;35;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/d/i/dinkyrabbit_noir.jpg;http://www.keepsecret.com/media/catalog/product/d/i/dinkyrabbit_noir.jpg;EXP / RET;+(33)826140202;75010;France
5060057870471;Dinky Vibe ;Anneau vibrant;Mantric ;De 500 g a 3 kg;"Soeur du DinkyRing, ce stimulateur est  amusant, imperméable, et vraiment très sympathique. Ses tentacules danse autour d'elle même, et  les vibrations commence à donner une sensation tout à fait unique.

Piles (inclus) :	3 x LR44
Longueur :	56 mm
Diamètre :	20 mm.";13.99;13.99;32;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/d/i/dinky_vibe_noir.jpg;http://www.keepsecret.com/media/catalog/product/d/i/dinky_vibe_noir.jpg;EXP / RET;+(33)826140202;75010;France
3700577803031;Be MINE Balls - ROSE ;Boules de geisha;Keep Secret ;De 500 g a 3 kg;"Boules de geisha Mine Balls, pour tonifier le périnée et profiter le moment venu d'un orgasme inoubliable. 
Doux et sensuel en solo ou en couple, c'est BE MINE BALLS qu'il vous faut.

Diamètre : 38mn.";4.90;4.90;18;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/b/e/bemineballs_rose_blanc.jpg;http://www.keepsecret.com/media/catalog/product/b/e/bemineballs_rose_blanc.jpg;EXP / RET;+(33)826140202;75010;France
3700577803222;Masque à Lacet - NOIR ;Menottes;Keep Secret ;De 250 g a 500 g;"Se sentir complètement libre dans l'anonymat, OSEZ ! 
Ce masque est fait pour vous et pour réaliser avec précision vos fantasme, une soumission parfaite à votre partenaire.

Matière : cuire
Attache : Lacet .";19.90;19.90;25;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/c/a/cagoule_cuir_noir.jpg;http://www.keepsecret.com/media/catalog/product/c/a/cagoule_cuir_noir.jpg;EXP / RET;+(33)826140202;75010;France
